r (m)	Te (eV)	Ti (eV)	ne (m^-3)	ni (m^-3)	nCI (m^-3)	nCII (m^-3)	nCIII (m^-3)	nCIV (m^-3)	nCV (m^-3)	nCVI (m^-3)	nCVII (m^-3)	n0 (m^-3)	pi (kPa)	p (kPa)
0.339	538.70	213.02	1.662980000E+19	1.379227207E+19	2.917985700E-02	3.136345916E+11	2.474534678E+12	9.001059419E+13	1.070416053E+16	3.841227990E+16	1.183337364E+17	4.477380000E+15	470.7275067370	2.042210000E+00
0.340	538.01	212.80	1.661140000E+19	1.378013236E+19	2.933845800E-02	3.146252333E+11	2.480583094E+12	9.050751770E+13	1.078595567E+16	3.843822531E+16	1.180495676E+17	4.505050000E+15	469.8334528741	2.033390000E+00
0.341	537.33	212.59	1.659300000E+19	1.376796400E+19	2.949779400E-02	3.156206015E+11	2.486663643E+12	9.100830462E+13	1.086845230E+16	3.846395490E+16	1.177644717E+17	4.532940000E+15	468.9379284630	2.024580000E+00
0.342	536.64	212.37	1.657450000E+19	1.375576704E+19	2.965786900E-02	3.166207266E+11	2.492776558E+12	9.151299102E+13	1.095165217E+16	3.848946301E+16	1.174784552E+17	4.561040000E+15	468.0409436154	2.015800000E+00
0.343	535.95	212.15	1.655610000E+19	1.374354155E+19	2.981868800E-02	3.176256391E+11	2.498922072E+12	9.202161333E+13	1.103555692E+16	3.851474396E+16	1.171915243E+17	4.589360000E+15	467.1425091323	2.007030000E+00
0.344	535.26	211.93	1.653760000E+19	1.373128757E+19	2.998025600E-02	3.186353697E+11	2.505100420E+12	9.253420840E+13	1.112016815E+16	3.853979208E+16	1.169036856E+17	4.617890000E+15	466.2426348033	1.998280000E+00
0.345	534.57	211.71	1.651900000E+19	1.371900517E+19	3.014257600E-02	3.196499495E+11	2.511311841E+12	9.305081346E+13	1.120548737E+16	3.856460168E+16	1.166149458E+17	4.646650000E+15	465.3413314462	1.989550000E+00
0.346	533.88	211.49	1.650040000E+19	1.370669439E+19	3.030565500E-02	3.206694097E+11	2.517556573E+12	9.357146615E+13	1.129151604E+16	3.858916709E+16	1.163253115E+17	4.675620000E+15	464.4386088693	1.980840000E+00
0.347	533.18	211.27	1.648180000E+19	1.369435529E+19	3.046949600E-02	3.216937818E+11	2.523834861E+12	9.409620452E+13	1.137825553E+16	3.861348262E+16	1.160347896E+17	4.704820000E+15	463.5344775683	1.972150000E+00
0.348	532.48	211.04	1.646310000E+19	1.368198793E+19	3.063410500E-02	3.227230977E+11	2.530146947E+12	9.462506702E+13	1.146570714E+16	3.863754260E+16	1.157433870E+17	4.734230000E+15	462.6289480470	1.963480000E+00
0.349	531.78	210.82	1.644440000E+19	1.366959235E+19	3.079948500E-02	3.237573894E+11	2.536493079E+12	9.515809254E+13	1.155387209E+16	3.866134135E+16	1.154511109E+17	4.763870000E+15	461.7220301413	1.954820000E+00
0.350	531.08	210.60	1.642570000E+19	1.365716861E+19	3.096564300E-02	3.247966892E+11	2.542873506E+12	9.569532038E+13	1.164275153E+16	3.868487319E+16	1.151579683E+17	4.793740000E+15	460.8137343722	1.946190000E+00
0.351	530.38	210.37	1.640690000E+19	1.364471676E+19	3.113258200E-02	3.258410297E+11	2.549288478E+12	9.623679026E+13	1.173234654E+16	3.870813247E+16	1.148639666E+17	4.823840000E+15	459.9040709316	1.937580000E+00
0.352	529.68	210.15	1.638810000E+19	1.363223685E+19	3.130030900E-02	3.268904437E+11	2.555738251E+12	9.678254237E+13	1.182265808E+16	3.873111350E+16	1.145691131E+17	4.854160000E+15	458.9930500197	1.928980000E+00
0.353	528.97	209.92	1.636930000E+19	1.361972894E+19	3.146882700E-02	3.279449642E+11	2.562223078E+12	9.733261729E+13	1.191368709E+16	3.875381062E+16	1.142734153E+17	4.884710000E+15	458.0806821821	1.920410000E+00
0.354	528.27	209.70	1.635040000E+19	1.360719308E+19	3.163814200E-02	3.290046248E+11	2.568743220E+12	9.788705608E+13	1.200543437E+16	3.877621819E+16	1.139768808E+17	4.915490000E+15	457.1669776356	1.911860000E+00
0.355	527.56	209.47	1.633150000E+19	1.359462931E+19	3.180825800E-02	3.300694591E+11	2.575298937E+12	9.844590024E+13	1.209790068E+16	3.879833055E+16	1.136795174E+17	4.946510000E+15	456.2519462698	1.903320000E+00
0.356	526.85	209.25	1.631260000E+19	1.358203769E+19	3.197918200E-02	3.311395009E+11	2.581890492E+12	9.900919172E+13	1.219108666E+16	3.882014206E+16	1.133813327E+17	4.977760000E+15	455.3355986547	1.894810000E+00
0.357	526.14	209.02	1.629360000E+19	1.356941826E+19	3.215091700E-02	3.322147845E+11	2.588518151E+12	9.957697294E+13	1.228499289E+16	3.884164708E+16	1.130823348E+17	5.009250000E+15	454.4179446973	1.886320000E+00
0.358	525.42	208.79	1.627460000E+19	1.355677108E+19	3.232347000E-02	3.332953443E+11	2.595182183E+12	1.001492868E+14	1.237961986E+16	3.886283999E+16	1.127825316E+17	5.040970000E+15	453.4989949834	1.877850000E+00
0.359	524.71	208.56	1.625550000E+19	1.354409619E+19	3.249684500E-02	3.343812153E+11	2.601882857E+12	1.007261766E+14	1.247496795E+16	3.888371516E+16	1.124819312E+17	5.072940000E+15	452.5787594371	1.869400000E+00
0.360	523.99	208.33	1.623640000E+19	1.353139365E+19	3.267104800E-02	3.354724324E+11	2.608620448E+12	1.013076862E+14	1.257103747E+16	3.890426701E+16	1.121805419E+17	5.105140000E+15	451.6572486595	1.860970000E+00
0.361	523.27	208.10	1.621730000E+19	1.351866350E+19	3.284608400E-02	3.365690309E+11	2.615395232E+12	1.018938600E+14	1.266782863E+16	3.892448992E+16	1.118783720E+17	5.137580000E+15	450.7344725913	1.852560000E+00
0.362	522.55	207.87	1.619820000E+19	1.350590578E+19	3.302195800E-02	3.376710466E+11	2.622207487E+12	1.024847427E+14	1.276534156E+16	3.894437832E+16	1.115754299E+17	5.170270000E+15	449.8104411825	1.844170000E+00
0.363	521.83	207.64	1.617900000E+19	1.349312055E+19	3.319867500E-02	3.387785155E+11	2.629057494E+12	1.030803797E+14	1.286357627E+16	3.896392664E+16	1.112717241E+17	5.203200000E+15	448.8851650576	1.835810000E+00
0.364	521.11	207.41	1.615970000E+19	1.348030784E+19	3.337624100E-02	3.398914736E+11	2.635945538E+12	1.036808167E+14	1.296253270E+16	3.898312931E+16	1.109672633E+17	5.236380000E+15	447.9586538502	1.827460000E+00
0.365	520.38	207.18	1.614050000E+19	1.346746771E+19	3.355466200E-02	3.410099577E+11	2.642871904E+12	1.042861001E+14	1.306221068E+16	3.900198080E+16	1.106620561E+17	5.269810000E+15	447.0309182001	1.819140000E+00
0.366	519.66	206.94	1.612120000E+19	1.345460020E+19	3.373394300E-02	3.421340046E+11	2.649836884E+12	1.048962767E+14	1.316260994E+16	3.902047557E+16	1.103561114E+17	5.303490000E+15	446.1019680901	1.810840000E+00
0.367	518.93	206.71	1.610190000E+19	1.344170535E+19	3.391409000E-02	3.432636514E+11	2.656840768E+12	1.055113939E+14	1.326373014E+16	3.903860811E+16	1.100494381E+17	5.337410000E+15	445.1718135116	1.802560000E+00
0.368	518.20	206.48	1.608250000E+19	1.342878321E+19	3.409510700E-02	3.443989356E+11	2.663883852E+12	1.061314995E+14	1.336557079E+16	3.905637293E+16	1.097420451E+17	5.371590000E+15	444.2404647954	1.794300000E+00
0.369	517.47	206.24	1.606310000E+19	1.341583383E+19	3.427700100E-02	3.455398951E+11	2.670966433E+12	1.067566420E+14	1.346813134E+16	3.907376455E+16	1.094339417E+17	5.406020000E+15	443.3079322795	1.786060000E+00
0.370	516.74	206.01	1.604370000E+19	1.340285723E+19	3.445977800E-02	3.466865679E+11	2.678088813E+12	1.073868703E+14	1.357141112E+16	3.909077750E+16	1.091251370E+17	5.440710000E+15	442.3742253185	1.777850000E+00
0.371	516.00	205.77	1.602420000E+19	1.338985346E+19	3.464344300E-02	3.478389926E+11	2.685251295E+12	1.080222340E+14	1.367540936E+16	3.910740634E+16	1.088156403E+17	5.475650000E+15	441.4393542678	1.769650000E+00
0.372	515.27	205.54	1.600470000E+19	1.337682257E+19	3.482800200E-02	3.489972078E+11	2.692454187E+12	1.086627830E+14	1.378012518E+16	3.912364564E+16	1.085054609E+17	5.510860000E+15	440.5033294892	1.761480000E+00
0.373	514.53	205.30	1.598520000E+19	1.336376460E+19	3.501346000E-02	3.501612527E+11	2.699697796E+12	1.093085681E+14	1.388555760E+16	3.913949000E+16	1.081946084E+17	5.546320000E+15	439.5661610222	1.753330000E+00
0.374	513.79	205.06	1.596560000E+19	1.335067958E+19	3.519982400E-02	3.513311667E+11	2.706982437E+12	1.099596404E+14	1.399170553E+16	3.915493405E+16	1.078830924E+17	5.582040000E+15	438.6278585862	1.745210000E+00
0.375	513.05	204.82	1.594600000E+19	1.333756755E+19	3.538710000E-02	3.525069896E+11	2.714308425E+12	1.106160517E+14	1.409856776E+16	3.916997240E+16	1.075709224E+17	5.618030000E+15	437.6884322380	1.737110000E+00
0.376	512.31	204.58	1.592640000E+19	1.332442855E+19	3.557529300E-02	3.536887615E+11	2.721676078E+12	1.112778543E+14	1.420614299E+16	3.918459973E+16	1.072581082E+17	5.654280000E+15	436.7478920422	1.729020000E+00
0.377	511.57	204.34	1.590670000E+19	1.331126262E+19	3.576441000E-02	3.548765228E+11	2.729085719E+12	1.119451012E+14	1.431442980E+16	3.919881072E+16	1.069446597E+17	5.690790000E+15	435.8062480713	1.720970000E+00
0.378	510.82	204.11	1.588700000E+19	1.329806979E+19	3.595445600E-02	3.560703143E+11	2.736537673E+12	1.126178460E+14	1.442342665E+16	3.921260007E+16	1.066305868E+17	5.727580000E+15	434.8635100787	1.712930000E+00
0.379	510.08	203.86	1.586730000E+19	1.328485010E+19	3.614543800E-02	3.572701772E+11	2.744032268E+12	1.132961427E+14	1.453313191E+16	3.922596251E+16	1.063158994E+17	5.764630000E+15	433.9196881531	1.704920000E+00
0.380	509.33	203.62	1.584760000E+19	1.327160359E+19	3.633736200E-02	3.584761531E+11	2.751569836E+12	1.139800462E+14	1.464354380E+16	3.923889280E+16	1.060006077E+17	5.801950000E+15	432.9747923911	1.696930000E+00
0.381	508.58	203.38	1.582780000E+19	1.325833028E+19	3.653023400E-02	3.596882836E+11	2.759150712E+12	1.146696119E+14	1.475466045E+16	3.925138572E+16	1.056847219E+17	5.839550000E+15	432.0288322448	1.688960000E+00
0.382	507.83	203.14	1.580790000E+19	1.324503022E+19	3.672406000E-02	3.609066111E+11	2.766775233E+12	1.153648957E+14	1.486647987E+16	3.926343608E+16	1.053682521E+17	5.877410000E+15	431.0818181531	1.681020000E+00
0.383	507.08	202.90	1.578810000E+19	1.323170343E+19	3.691884700E-02	3.621311782E+11	2.774443742E+12	1.160659543E+14	1.497899996E+16	3.927503871E+16	1.050512087E+17	5.915560000E+15	430.1337595854	1.673100000E+00
0.384	506.32	202.65	1.576820000E+19	1.321834994E+19	3.711460000E-02	3.633620278E+11	2.782156583E+12	1.167728450E+14	1.509221847E+16	3.928618847E+16	1.047336022E+17	5.953980000E+15	429.1846663460	1.665200000E+00
0.385	505.57	202.41	1.574830000E+19	1.320496979E+19	3.731132800E-02	3.645992032E+11	2.789914105E+12	1.174856257E+14	1.520613306E+16	3.929688026E+16	1.044154430E+17	5.992680000E+15	428.2345485721	1.657330000E+00
0.386	504.81	202.17	1.572830000E+19	1.319156301E+19	3.750903500E-02	3.658427481E+11	2.797716660E+12	1.182043552E+14	1.532074126E+16	3.930710900E+16	1.040967416E+17	6.031650000E+15	427.2834160840	1.649470000E+00
0.387	504.05	201.92	1.570830000E+19	1.317812962E+19	3.770772800E-02	3.670927067E+11	2.805564603E+12	1.189290926E+14	1.543604048E+16	3.931686963E+16	1.037775087E+17	6.070910000E+15	426.3312783866	1.641650000E+00
0.388	503.29	201.68	1.568830000E+19	1.316466965E+19	3.790741500E-02	3.683491234E+11	2.813458294E+12	1.196598979E+14	1.555202801E+16	3.932615713E+16	1.034577551E+17	6.110450000E+15	425.3781453181	1.633840000E+00
0.389	502.53	201.43	1.566820000E+19	1.315118313E+19	3.810810200E-02	3.696120430E+11	2.821398095E+12	1.203968318E+14	1.566870100E+16	3.933496652E+16	1.031374914E+17	6.150280000E+15	424.4240267250	1.626060000E+00
0.390	501.77	201.18	1.564810000E+19	1.313767008E+19	3.830979400E-02	3.708815108E+11	2.829384372E+12	1.211399555E+14	1.578605650E+16	3.934329284E+16	1.028167286E+17	6.190390000E+15	423.4689321393	1.618310000E+00
0.391	501.00	200.94	1.562800000E+19	1.312413053E+19	3.851250000E-02	3.721575725E+11	2.837417495E+12	1.218893313E+14	1.590409142E+16	3.935113116E+16	1.024954776E+17	6.230790000E+15	422.5128714248	1.610570000E+00
0.392	500.24	200.69	1.560790000E+19	1.311056451E+19	3.871622600E-02	3.734402740E+11	2.845497839E+12	1.226450218E+14	1.602280254E+16	3.935847659E+16	1.021737493E+17	6.271480000E+15	421.5558544532	1.602860000E+00
0.393	499.47	200.44	1.558770000E+19	1.309697203E+19	3.892097900E-02	3.747296619E+11	2.853625781E+12	1.234070905E+14	1.614218652E+16	3.936532429E+16	1.018515549E+17	6.312460000E+15	420.5978904619	1.595180000E+00
0.394	498.70	200.19	1.556750000E+19	1.308335312E+19	3.912676500E-02	3.760257831E+11	2.861801702E+12	1.241756017E+14	1.626223989E+16	3.937166941E+16	1.015289053E+17	6.353730000E+15	419.6389893405	1.587520000E+00
0.395	497.93	199.94	1.554720000E+19	1.306970780E+19	3.933359200E-02	3.773286847E+11	2.870025989E+12	1.249506203E+14	1.638295906E+16	3.937750719E+16	1.012058119E+17	6.395300000E+15	418.6791606664	1.579880000E+00
0.396	497.16	199.69	1.552690000E+19	1.305603609E+19	3.954146700E-02	3.786384145E+11	2.878299029E+12	1.257322120E+14	1.650434030E+16	3.938283285E+16	1.008822859E+17	6.437160000E+15	417.7184140257	1.572270000E+00
0.397	496.39	199.44	1.550660000E+19	1.304233801E+19	3.975039700E-02	3.799550206E+11	2.886621217E+12	1.265204433E+14	1.662637975E+16	3.938764170E+16	1.005583385E+17	6.479320000E+15	416.7567590142	1.564680000E+00
0.398	495.61	199.19	1.548630000E+19	1.302861358E+19	3.996038800E-02	3.812785516E+11	2.894992950E+12	1.273153815E+14	1.674907342E+16	3.939192904E+16	1.002339811E+17	6.521770000E+15	415.7942052362	1.557110000E+00
0.399	494.84	198.94	1.546590000E+19	1.301486280E+19	4.017144900E-02	3.826090564E+11	2.903414630E+12	1.281170946E+14	1.687241718E+16	3.939569025E+16	9.990922521E+16	6.564530000E+15	414.8307616680	1.549570000E+00
0.400	494.06	198.69	1.544550000E+19	1.300108571E+19	4.038358700E-02	3.839465845E+11	2.911886662E+12	1.289256514E+14	1.699640680E+16	3.939892071E+16	9.958408221E+16	6.607580000E+15	413.8664385711	1.542050000E+00
0.401	493.28	198.43	1.542510000E+19	1.298728231E+19	4.059680800E-02	3.852911857E+11	2.920409456E+12	1.297411216E+14	1.712103788E+16	3.940161586E+16	9.925856365E+16	6.650940000E+15	412.9012449409	1.534560000E+00
0.402	492.50	198.18	1.540460000E+19	1.297345262E+19	4.081112100E-02	3.866429103E+11	2.928983427E+12	1.305635755E+14	1.724630590E+16	3.940377118E+16	9.893268111E+16	6.694610000E+15	411.9351904198	1.527090000E+00
0.403	491.72	197.93	1.538410000E+19	1.295959665E+19	4.102653300E-02	3.880018091E+11	2.937608992E+12	1.313930844E+14	1.737220621E+16	3.940538218E+16	9.860644622E+16	6.738580000E+15	410.9682843418	1.519650000E+00
0.404	490.93	197.67	1.536360000E+19	1.294571441E+19	4.124305000E-02	3.893679332E+11	2.946286575E+12	1.322297205E+14	1.749873403E+16	3.940644442E+16	9.827987066E+16	6.782850000E+15	410.0005360512	1.512230000E+00
0.405	490.15	197.42	1.534300000E+19	1.293180591E+19	4.146068200E-02	3.907413344E+11	2.955016603E+12	1.330735566E+14	1.762588442E+16	3.940695350E+16	9.795296615E+16	6.827440000E+15	409.0319549022	1.504830000E+00
0.406	489.36	197.16	1.532240000E+19	1.291787117E+19	4.167943500E-02	3.921220648E+11	2.963799508E+12	1.339246666E+14	1.775365234E+16	3.940690506E+16	9.762574446E+16	6.872340000E+15	408.0625505753	1.497460000E+00
0.407	488.57	196.91	1.530180000E+19	1.290391018E+19	4.189931800E-02	3.935101770E+11	2.972635726E+12	1.347831251E+14	1.788203258E+16	3.940629478E+16	9.729821740E+16	6.917550000E+15	407.0923318125	1.490120000E+00
0.408	487.78	196.65	1.528110000E+19	1.288992295E+19	4.212033800E-02	3.949057241E+11	2.981525698E+12	1.356490076E+14	1.801101982E+16	3.940511839E+16	9.697039682E+16	6.963070000E+15	406.1213079994	1.482790000E+00
0.409	486.99	196.39	1.526040000E+19	1.287590950E+19	4.234250300E-02	3.963087596E+11	2.990469870E+12	1.365223906E+14	1.814060859E+16	3.940337164E+16	9.664229461E+16	7.008910000E+15	405.1494888460	1.475500000E+00
0.410	486.20	196.14	1.523970000E+19	1.286186982E+19	4.256582000E-02	3.977193377E+11	2.999468691E+12	1.374033514E+14	1.827079328E+16	3.940105037E+16	9.631392271E+16	7.055060000E+15	404.1768831278	1.468230000E+00
0.411	485.41	195.88	1.521890000E+19	1.284780392E+19	4.279029900E-02	3.991375128E+11	3.008522618E+12	1.382919682E+14	1.840156815E+16	3.939815042E+16	9.598529308E+16	7.101540000E+15	403.2035002609	1.460980000E+00
0.412	484.61	195.62	1.519810000E+19	1.283371181E+19	4.301594700E-02	4.005633400E+11	3.017632110E+12	1.391883202E+14	1.853292734E+16	3.939466770E+16	9.565641771E+16	7.148330000E+15	402.2293496708	1.453760000E+00
0.413	483.82	195.36	1.517730000E+19	1.281959347E+19	4.324277100E-02	4.019968749E+11	3.026797632E+12	1.400924874E+14	1.866486480E+16	3.939059815E+16	9.532730865E+16	7.195450000E+15	401.2544398539	1.446560000E+00
0.414	483.02	195.10	1.515650000E+19	1.280544891E+19	4.347078200E-02	4.034381735E+11	3.036019653E+12	1.410045510E+14	1.879737441E+16	3.938593778E+16	9.499797795E+16	7.242880000E+15	400.2787802586	1.439390000E+00
0.415	482.22	194.84	1.513560000E+19	1.279127813E+19	4.369998600E-02	4.048872923E+11	3.045298649E+12	1.419245929E+14	1.893044985E+16	3.938068262E+16	9.466843771E+16	7.290650000E+15	399.3023800307	1.432240000E+00
0.416	481.42	194.58	1.511470000E+19	1.277708113E+19	4.393039200E-02	4.063442885E+11	3.054635100E+12	1.428526961E+14	1.906408471E+16	3.937482876E+16	9.433870003E+16	7.338740000E+15	398.3252483268	1.425120000E+00
0.417	480.62	194.32	1.509370000E+19	1.276285790E+19	4.416200800E-02	4.078092197E+11	3.064029491E+12	1.437889446E+14	1.919827240E+16	3.936837235E+16	9.400877708E+16	7.387150000E+15	397.3473940033	1.418020000E+00
0.418	479.82	194.06	1.507280000E+19	1.274860844E+19	4.439484300E-02	4.092821440E+11	3.073482313E+12	1.447334233E+14	1.933300624E+16	3.936130957E+16	9.367868100E+16	7.435890000E+15	396.3688262400	1.410940000E+00
0.419	479.01	193.79	1.505180000E+19	1.273433273E+19	4.462890600E-02	4.107631201E+11	3.082994060E+12	1.456862182E+14	1.946827936E+16	3.935363665E+16	9.334842399E+16	7.484970000E+15	395.3895536064	1.403900000E+00
0.420	478.21	193.53	1.503070000E+19	1.272003077E+19	4.486420600E-02	4.122522073E+11	3.092565235E+12	1.466474163E+14	1.960408479E+16	3.934534988E+16	9.301801825E+16	7.534380000E+15	394.4095853064	1.396870000E+00
0.421	477.40	193.27	1.500970000E+19	1.270570256E+19	4.510075000E-02	4.137494653E+11	3.102196344E+12	1.476171057E+14	1.974041542E+16	3.933644559E+16	9.268747601E+16	7.584120000E+15	393.4289305546	1.389880000E+00
0.422	476.59	193.00	1.498860000E+19	1.269134808E+19	4.533854800E-02	4.152549545E+11	3.111887899E+12	1.485953754E+14	1.987726397E+16	3.932692018E+16	9.235680950E+16	7.634190000E+15	392.4475979577	1.382900000E+00
0.423	475.78	192.74	1.496740000E+19	1.267696731E+19	4.557760900E-02	4.167687357E+11	3.121640418E+12	1.495823156E+14	2.001462307E+16	3.931677007E+16	9.202603098E+16	7.684600000E+15	391.4655961362	1.375950000E+00
0.424	474.97	192.47	1.494630000E+19	1.266256025E+19	4.581794100E-02	4.182908704E+11	3.131454424E+12	1.505780176E+14	2.015248516E+16	3.930599176E+16	9.169515270E+16	7.735350000E+15	390.4829343415	1.369030000E+00
0.425	474.16	192.21	1.492510000E+19	1.264812689E+19	4.605955400E-02	4.198214207E+11	3.141330446E+12	1.515825736E+14	2.029084260E+16	3.929458179E+16	9.136418695E+16	7.786440000E+15	389.4996215273	1.362130000E+00
0.426	473.34	191.94	1.490390000E+19	1.263366719E+19	4.630245800E-02	4.213604491E+11	3.151269020E+12	1.525960772E+14	2.042968756E+16	3.928253675E+16	9.103314599E+16	7.837870000E+15	388.5156657368	1.355260000E+00
0.427	472.53	191.67	1.488260000E+19	1.261918115E+19	4.654666000E-02	4.229080190E+11	3.161270686E+12	1.536186228E+14	2.056901212E+16	3.926985328E+16	9.070204212E+16	7.889640000E+15	387.5310762588	1.348420000E+00
0.428	471.71	191.41	1.486130000E+19	1.260466875E+19	4.679217000E-02	4.244641940E+11	3.171335992E+12	1.546503063E+14	2.070880819E+16	3.925652808E+16	9.037088763E+16	7.941750000E+15	386.5458617789	1.341590000E+00
0.429	470.89	191.14	1.484000000E+19	1.259012997E+19	4.703899900E-02	4.260290387E+11	3.181465491E+12	1.556912245E+14	2.084906756E+16	3.924255792E+16	9.003969480E+16	7.994210000E+15	385.5600309963	1.334800000E+00
0.430	470.07	190.87	1.481860000E+19	1.257556478E+19	4.728715400E-02	4.276026180E+11	3.191659741E+12	1.567414753E+14	2.098978189E+16	3.922793959E+16	8.970847592E+16	8.047020000E+15	384.5735923179	1.328030000E+00
0.431	469.25	190.60	1.479730000E+19	1.256097316E+19	4.753664600E-02	4.291849975E+11	3.201919308E+12	1.578011581E+14	2.113094269E+16	3.921266996E+16	8.937724329E+16	8.100170000E+15	383.5865544715	1.321280000E+00
0.432	468.43	190.33	1.477590000E+19	1.254635509E+19	4.778748500E-02	4.307762435E+11	3.212244765E+12	1.588703733E+14	2.127254137E+16	3.919674594E+16	8.904600919E+16	8.153670000E+15	382.5989261978	1.314560000E+00
0.433	467.61	190.06	1.475440000E+19	1.253171055E+19	4.803968000E-02	4.323764229E+11	3.222636688E+12	1.599492224E+14	2.141456916E+16	3.918016452E+16	8.871478590E+16	8.207530000E+15	381.6107162514	1.307860000E+00
0.434	466.78	189.79	1.473290000E+19	1.251703950E+19	4.829324100E-02	4.339856032E+11	3.233095664E+12	1.610378084E+14	2.155701719E+16	3.916292272E+16	8.838358568E+16	8.261730000E+15	380.6219327917	1.301190000E+00
0.435	465.96	189.52	1.471140000E+19	1.250234191E+19	4.854817800E-02	4.356038525E+11	3.243622282E+12	1.621362354E+14	2.169987647E+16	3.914501762E+16	8.805242079E+16	8.316290000E+15	379.6325842987	1.294550000E+00
